0.6436427 0.6176903 -0.2596115 0.03764575 0.1221887 0.09058425 -0.06940795 0.6374982 -0.1551066 0.06570326 0.1220153 0.1078939 -0.04354283 0.5259934 0.1454149 -0.0409269 0.03143885 0.102788 0.4835634 0.03808533 0.06385794 0.003150559 0.3588915 0.1480673 -0.2178805 0.3751211 0.2935538 0.6844294
0.6522128 0.6453944 -0.1296708 0.09187748 0.06045484 0.1136263 0.0402182 0.6872403 -0.01258702 0.129178 0.0666117 0.13664 0.07954907 0.560275 0.1786093 0.004773822 0.05237654 0.08953219 0.508285 0.06502515 0.118413 0.036516 0.3094966 0.1277986 -0.1760498 0.4552304 0.4071312 0.7691194
0.5776974 0.5646685 -0.1583769 0.1174417 0.06180282 0.0840255 0.04354576 0.614062 -0.01259459 0.1631881 0.08068683 0.1063595 0.0549538 0.6237989 0.1780511 0.03409109 0.04735404 0.02020533 0.5923098 0.1296481 0.1210919 -0.004852948 0.3786281 0.1601866 -0.1949425 0.396305 0.3188775 0.6800418
0.5590888 0.5518918 -0.139563 0.0916361 0.02142721 0.09687152 0.08223107 0.6023276 0.02581455 0.1555223 0.03403135 0.1285675 0.1223265 0.7298218 0.2833389 0.05029987 0.1274629 0.1497107 0.6509624 0.0755517 0.2393823 0.1835539 0.3034136 0.1052412 -0.1545338 0.4175038 0.4213238 0.7545819
0.5916904 0.5824133 -0.1678121 0.1042188 0.06645367 0.01347959 -0.08916335 0.626844 -0.02892362 0.1588342 0.08057797 0.05194742 -0.04642979 0.6524539 0.1994506 0.05444459 0.1241997 0.1231476 0.5539178 0.1205158 0.1759632 0.06223942 0.3229496 0.1027704 -0.1913945 0.4944747 0.5312791 0.954174
0.5878179 0.5760042 -0.1764542 0.01017515 0.008724934 0.01777708 -0.0008908096 0.623466 -0.03172935 0.06714194 0.02496662 0.02593439 -0.001425637 0.6192868 0.2035708 0.03831049 0.06419105 0.05257692 0.506772 0.0782093 0.1195382 0.05832018 0.3012746 0.1087884 -0.1806007 0.3811485 0.3488536 0.7021751
0.6523853 0.6229452 -0.177474 0.08453878 0.03005644 0.07558176 0.0412546 0.6495824 -0.02779193 0.1455113 0.04446404 0.1140151 0.08056852 0.6916773 0.2594882 0.09162959 0.1726125 0.118661 0.5536449 0.1383396 0.1936354 0.07638398 0.2951257 0.1217179 -0.1634322 0.4663042 0.4416087 0.7939267
0.772418 0.7366415 -0.2634866 0.1060791 0.04375116 0.1020957 0.03782557 0.7532653 -0.123867 0.168314 0.06434629 0.119363 0.03868712 0.647466 0.2142119 0.07885382 0.02937669 -0.02399816 0.5383494 0.1884017 0.1698921 -0.02809256 0.2663842 0.06500894 -0.2100691 0.4551206 0.4956744 0.9280588
0.6632771 0.6516809 -0.2022671 0.01378505 0.07513421 0.0855023 -0.004154113 0.6866544 -0.07880919 0.05685917 0.08896253 0.1005106 0.009939811 0.6214025 0.1575655 0.05036153 0.05695524 0.05299619 0.5162606 0.1525376 0.1880717 0.06876441 0.201687 0.07155366 -0.134346 0.478288 0.5096414 0.8629328
0.7295457 0.7196383 -0.1229957 0.1483089 0.08939428 0.08738445 -0.00110127 0.7685561 0.01273058 0.1958082 0.1039226 0.1040934 0.01125191 0.5467709 0.1694606 0.01999732 0.04474177 0.04535811 0.5173161 0.1082664 0.1273643 0.03939474 0.2208434 0.0214165 -0.1811269 0.3919854 0.4795597 0.8699733
0.7000014 0.6904117 -0.2294391 0.03679093 0.04810506 0.06713133 0.02053969 0.7371858 -0.09841649 0.08232274 0.06792852 0.103808 0.04825214 0.6322381 0.1994254 0.05579241 0.0956037 0.06658204 0.4836828 0.1843112 0.1606 -0.008311602 0.2438749 0.06782555 -0.1619682 0.4417525 0.486681 0.8619348
