0.06176131 0.03075208 -0.09980884 -0.02816728 -0.008730329 -0.01683377 -0.01913028
0.01758886 0.02650463 0.05208451 0.004086036 -0.03801326 -0.03594505 -0.01166092
0.03312246 0.03063859 -0.03280119 -0.004809903 -0.009988271 0.01117983 0.01052468
-0.07128272 -0.09257326 -0.04147848 -0.05022069 -0.01657033 -0.04640686 -0.02808574
0.05793839 0.05612069 -0.02198219 0.0452504 -0.01442957 0.01183243 0.02243401
0.04760214 0.03348944 -0.03646604 -0.07348943 -0.00914597 -0.03658996 -0.05140796
0.05744905 0.05484949 -0.01828123 -0.008274122 -0.02083485 -0.003441611 0.02542273
0.03278215 0.0272925 -0.02951929 0.05017683 -0.001813811 0.004435222 -0.007775934
0.006277076 -0.00330742 -0.02691613 -0.06508096 -0.05990895 0.03000999 0.1159986
0.004446918 0.006563974 -0.02394706 -0.04517404 -0.03236852 0.04578556 0.08744936
0.06051614 0.07068015 0.02481831 0.03757639 0.01020937 0.01166488 0.02853386
-0.005689326 -0.005254213 0.0003380906 -0.04900861 -0.0005387035 -0.03310519 -0.03689632
0.08610802 0.07866014 -0.0004767009 0.01277228 -0.006652894 0.02420663 0.01031457
-0.006472791 -0.03218164 -0.03191817 -0.03728162 -0.02344269 -0.02042547 0.006096142
0.01118599 0.01235212 0.001403838 0.02958851 -0.0119903 -0.01903005 -0.01519791
0.008177299 0.0122319 -0.001987802 -0.007518704 -0.00283727 0.02632472 0.05732627
0.05859156 0.0445527 -0.03976587 -0.02207937 -0.005903704 0.04925348 0.08347463
0.04044223 0.03582157 -0.02642646 -0.004103446 0.01123217 0.00822473 -0.02245403
0.03642593 0.03785075 -0.03489524 -0.02005637 0.04744604 0.04779382 0.03779107
-0.005892614 -0.006636816 -0.02263548 -0.02281094 -0.01191187 -0.03133019 -0.02246401
-0.05533772 -0.05996056 0.005514995 -0.06951584 -0.01778584 -0.04702961 -0.03032993
0.02289981 0.02334547 -0.003867235 -0.03328891 -0.03351714 0.02141187 0.07519292
0.05407507 0.04308949 -0.07149733 -0.04997261 -0.07181703 -0.03608562 0.009394467
0.03839482 0.03566936 -0.01992533 -0.03809994 0.06695751 0.01031209 -0.05625078
-0.006643756 -0.02001392 -0.05410055 -0.0348119 0.004891232 0.04508559 0.05333264
0.0386612 0.01852804 -0.1101172 -0.03385299 0.01546754 -0.02380763 -0.02955774
0.007679166 -0.002163849 -0.01896842 0.01151548 -0.001977781 0.02195553 0.02102127
-0.01062268 -0.004933875 0.03101933 0.04191464 -0.04098926 0.02459792 0.06623422
0.0471548 0.02090272 -0.06962579 -0.05329709 0.00352361 0.01957551 0.003188995
-0.01018789 -0.02443012 -0.0428644 0.02718107 -0.01790963 -0.01744631 0.02287079
-0.0537577 -0.04351569 0.03514193 -0.08262589 -0.009229057 -0.03600648 -0.02292709
0.04762943 0.06583225 0.04384103 -0.03114635 0.02544688 -0.02641318 -0.05861304
-0.02146674 -0.01924516 0.03612691 0.008865541 0.01712388 -0.02340077 -0.02758774
0.03831012 0.03616767 0.01074297 -0.0323675 -0.002054355 -0.04116631 -0.03950765
0.00665113 0.003860325 0.02064865 0.06729003 -0.0009180709 0.009375513 -0.005926949
0.09848243 0.1086562 -0.003380972 0.01333043 0.004460801 0.01083266 -0.0006641736
-0.02079826 -0.01828683 0.02226731 0.009964535 -0.02359968 0.01338441 0.0286274
-0.02448524 -0.0327601 -0.07099087 0.05608237 -0.004452758 -0.01934798 -0.02470887
-0.0683085 -0.05620434 0.03552075 -0.03044926 0.004750544 -0.007725639 -0.03902649
0.0403604 0.03409114 0.005621654 0.00274119 -0.008041364 0.03947318 0.03801723
-0.02346083 -0.02125103 0.006397914 0.04456401 0.03425528 -0.0461301 -0.09837687
0.08121484 0.09132856 -0.02137017 0.03238536 -0.01610215 -0.01523267 -0.01897311
-0.02360956 -0.0391147 0.00143248 -0.03075762 -0.03717247 -0.02368413 0.008509824
0.02572549 0.01497821 -0.03031554 -0.02558775 0.01578788 -0.04022567 -0.07585777
-0.008195051 -0.001399369 0.02254243 -0.0147883 0.01542524 -0.0587403 -0.07275252
-0.003857724 -0.004457594 0.002971813 0.0008908303 -0.01274496 -0.02837411 -0.03670545
0.105768 0.1058725 0.0321922 0.08648536 0.04863374 0.0637738 0.02539367
0.007941827 0.005638986 -0.01399079 -0.002640112 0.02357312 -0.05121103 -0.109957
0.003181429 0.003384123 0.05698949 -0.002795963 -0.02318847 -0.003646961 0.02808735
-0.01571171 -0.01330088 -0.02894874 -0.02237995 -0.02421149 -0.02373777 0.009664387
0.03677497 0.04152126 0.02966982 0.04516586 0.01177274 0.05069073 0.04561541
0.0343902 0.04991379 0.01617101 -0.03505881 -0.04344462 -0.02012534 -0.01511902
0.02252254 0.01229112 0.009312559 0.02905534 -0.08204203 -0.02576303 0.02611856
0.02842115 0.02668021 0.0008230429 0.01035558 0.01057369 -0.0007158081 0.008080196
-0.04268316 -0.03261066 0.09175589 0.01595751 -0.01883681 0.02230501 0.05307999
-0.03192563 -0.03083141 -0.01451611 -0.02041476 -0.02538871 -0.0003142148 0.03326044
-0.002357031 -0.004329254 -0.06063241 -0.004685193 -0.02118868 0.00792269 0.009048681
-0.04241909 -0.02537138 0.05840456 -0.01054816 -0.008632926 -0.01366627 -0.01496542
0.0166528 0.0089005 -0.04146919 0.001746829 0.04559645 -0.01146045 -0.06714456
0.05867937 0.03824002 -0.07925962 0.0172792 -0.01659036 0.02106515 0.04689804
0.1156057 0.1193198 -0.04096882 -0.009468946 0.003914843 0.06072379 0.07769476
0.02621159 0.0119791 -0.06639108 0.02539125 -0.01037777 -0.06017881 -0.07892134
-0.0448887 -0.0512568 -0.01629336 -0.01556197 0.01546768 -0.02671523 -0.04137336
0.02894275 0.01993839 -0.01863808 0.03917279 -0.03906706 0.002449628 0.03748991
0.06633563 0.04591791 -0.06885583 -0.05142203 0.003619681 0.02792711 0.03605698
-0.00367029 -0.01021858 -0.01094548 0.03351619 -0.0003488701 0.01889521 0.02473502
0.05229312 0.06257437 0.02881959 0.02388178 -0.002159421 0.06970619 0.09089393
0.0539778 0.05484598 -0.01380163 -0.01213335 0.01737966 -0.0711427 -0.09722123
-0.004402613 0.002260918 -0.01560186 -0.0355753 -0.022017 0.01243012 0.05943252
-0.03382611 -0.0275959 0.01516917 0.0209122 0.00338321 -0.02071751 -0.04590583
0.05991809 0.07722742 0.0568296 0.00720116 -0.02505897 0.01791258 0.03087329
0.004563045 -0.02611731 -0.0711546 0.02319835 -0.007612243 -0.0207223 -0.02144447
0.09069127 0.08350195 -0.06691992 -0.08081941 -0.01900331 -0.0169623 0.01957029
0.01355955 0.01081865 -0.01689813 0.04283614 -0.02136854 -0.01239978 0.03049885
-0.1180968 -0.1066092 0.07255902 -0.03504806 -0.03358144 -0.05206987 -0.03165703
-0.02717285 -0.02189128 0.02085481 0.00375126 -0.05262112 -0.00713245 0.02640726
0.01265906 0.04953689 0.09482426 0.001132299 0.004721057 0.03051163 0.03992182
-0.02891368 -0.02608227 0.04703134 0.01065741 0.04386697 0.06430965 0.01562132
0.01726299 0.006106771 -0.06259846 0.03088594 0.02246274 -0.0558881 -0.09717778
-0.02357213 -0.001695095 0.05303479 0.008630476 0.03465884 -0.02476159 -0.04145865
-0.05238137 -0.0372093 0.04813224 0.0623515 0.007405232 0.0280091 0.003391284
-0.1130791 -0.1058515 0.06116978 -0.05271841 -0.006451165 -0.0232255 -0.01342449
