0.2668686 0.2544347 -0.09233671 0.06147342 0.02489247 -0.00916775 -0.04917309 0.2910088 -0.001903442 0.1202343 0.02155433 -0.0147179 -0.04925545 0.4760821 0.2655009 -0.01345639 0.05921867 0.1013829 0.4444294 -0.01118602 0.1044621 0.1430459 0.4285826 0.2802887 -0.1336402 0.4520614 0.2268862 0.4567792
0.2494519 0.2129371 -0.1714451 -0.01178287 0.08752475 0.05687088 -0.03127744 0.2294658 -0.06041623 0.04492392 0.08524379 0.04400401 -0.04023989 0.4534815 0.2073381 -0.000799913 0.007650999 0.01783221 0.315973 -0.006580389 0.06262586 0.05866591 0.3739151 0.3157015 -0.02572892 0.4740831 0.2140483 0.3239001
0.2373715 0.1980327 -0.1717025 -0.05303194 0.07294804 0.01721152 -0.08717836 0.2031415 -0.08253726 0.005260342 0.05472711 0.008841224 -0.07223891 0.4706926 0.2496731 -0.02523929 0.04215885 0.1058225 0.3954402 -0.05982981 0.01833761 0.07166664 0.5592744 0.4415047 -0.1121306 0.5238449 0.09619662 0.3062491
0.303702 0.2591553 -0.1867635 0.008321846 -0.01860918 -0.03382866 -0.03132776 0.2574853 -0.1341494 0.03319738 -0.01262669 -0.03038749 -0.02484929 0.3123008 0.1267629 0.0502082 0.07980642 0.05481655 0.3206891 -0.006852021 0.01884683 0.02401895 0.6041454 0.4356359 -0.1867564 0.4723652 0.03350194 0.3206657
0.296401 0.2553927 -0.182526 -0.0191238 0.02950092 0.01908797 -0.03214989 0.2523027 -0.1168831 0.03312805 0.0321851 0.01734533 -0.02841263 0.3395745 0.217475 0.04836616 0.04916943 0.02175289 0.4381565 -0.03376718 0.009623418 0.06712559 0.5152528 0.4090621 -0.1011332 0.4631149 0.08021413 0.2872042
0.2757308 0.2388668 -0.1197563 0.02947598 0.09111829 0.0666008 -0.02832293 0.2457529 -0.03969388 0.09174015 0.1086284 0.07501708 -0.04035744 0.3556297 0.2858724 0.06296526 0.04483284 -0.02504675 0.5179744 -0.01325053 0.02281905 0.02403531 0.6053785 0.3875112 -0.1532316 0.3624785 0.0120437 0.211467
0.2013925 0.1685527 -0.0836604 0.06789659 0.03327006 0.01485785 -0.0227323 0.1806041 -0.01006473 0.1171983 0.0205052 0.01737745 -0.01409118 0.3068781 0.2382 -0.09912778 -0.03888887 0.03790552 0.5024849 -0.1617193 -0.06420788 0.07182757 0.5318106 0.3802279 -0.1198837 0.3907677 0.04770284 0.2448364
0.1563388 0.1389668 -0.04988206 0.04131078 -0.02426817 -0.04867324 -0.04254741 0.1609485 0.006504912 0.09029675 -0.04679243 -0.0508546 -0.02127657 0.2413995 0.2056625 -0.06618672 0.01123344 0.07860465 0.4029418 -0.1719249 -0.05830717 0.1108919 0.6968156 0.5016897 -0.1590399 0.4404091 -0.03646457 0.1753491
0.1470927 0.1218305 -0.06859491 -0.0007651852 -0.01950713 -0.0496269 -0.03393739 0.1420176 0.009854373 0.07649223 -0.02223569 -0.02755756 -0.006965301 0.3453552 0.3383147 -0.01953873 0.07201364 0.09286568 0.5696869 -0.1555787 2.416311e-05 0.1571269 0.7317488 0.4785549 -0.1875463 0.4049065 -0.04735749 0.1530031
0.1838572 0.1445381 -0.09548789 0.02386914 -0.1112706 -0.1079262 -0.005684536 0.1518916 -0.01355567 0.09515764 -0.09133176 -0.07678448 -0.001443574 0.3519633 0.28731 0.0635119 0.1036722 0.05144137 0.5023554 -0.1566547 -0.0288805 0.1151562 0.7728706 0.5333187 -0.1912637 0.4480172 -0.06438666 0.1581985
