NSFTV_ID,Na:K Shoot ,Na Shoot ,K Shoot Salt ,K Shoot Control ,Na:K Root ,Na Root ,K Root Salt 
NSFTV_368,130.3371447,0.117466101,0.92581665,1.027053729,387.6364337,0.347726451,0.908041804
NSFTV_369,188.5621447,0.164716101,0.86606665,1.096823914,505.9756911,0.305155314,0.599414712
NSFTV_37,174.113414,0.150524941,0.863191467,0.926200588,398.9459334,0.310046771,0.772185444
NSFTV_370,141.4621447,0.134966101,0.97756665,1.070933895,480.8896658,0.430325556,0.895256036
NSFTV_371,134.8485025,0.124084954,0.969285484,1.111416321,396.6885819,0.304453497,0.765673058
NSFTV_372,181.23033,0.156894789,0.86213535,1.195748511,548.7566558,0.328936018,0.607428216
NSFTV_373,153.1621447,0.140466101,0.94006665,1.068510349,344.9432501,0.281784152,0.80158954
NSFTV_375,186.3371447,0.177216101,0.96656665,0.991574881,526.3224325,0.360731018,0.683149789
NSFTV_376,183.5802957,0.16487656,0.922234512,1.05483392,444.3193869,0.290472741,0.637288655
NSFTV_377,189.3371447,0.176466101,0.94456665,1.030453195,512.8442857,0.311299342,0.604772437
NSFTV_378,163.4371447,0.138216101,0.85031665,1.064152918,538.7107673,0.378353282,0.698647004
NSFTV_379,254.7371447,0.209216101,0.79581665,0.91390233,491.0691771,0.314827455,0.636752499
NSFTV_380,177.6485025,0.158418287,0.901285484,1.01374331,489.9367984,0.269609152,0.610010521
NSFTV_381,286.6121447,0.251466101,0.87206665,1.129883843,546.9692147,0.438808597,0.804749451
NSFTV_384,163.1663079,0.143675166,0.888052326,1.07607626,547.51808,0.368787433,0.669905303
NSFTV_385,115.8621447,0.106216101,0.96156665,0.960160222,591.0957817,0.403261602,0.685698506
NSFTV_386,201.8621447,0.186716101,0.93781665,1.156056125,487.2312812,0.277079205,0.566782491
NSFTV_387,211.4371447,0.179966101,0.87081665,0.974579288,470.4427723,0.33460721,0.708501416
NSFTV_388,254.5871447,0.212716101,0.85281665,1.022522558,NA,0.346766441,0.648960673
NSFTV_389,401.677953,0.322611913,0.802751774,0.968045121,469.0685637,0.279720761,0.614533571
NSFTV_39,183.9772323,0.183563265,0.969460182,1.230502458,440.1715537,0.323871142,0.741305026
NSFTV_390,191.2621447,0.143716101,0.72331665,0.88128565,494.7586717,0.301860901,0.614537299
NSFTV_391,162.2371447,0.141216101,0.87281665,1.020821162,382.6077709,0.303608441,0.780424529
NSFTV_392,119.6121447,0.093966101,0.79931665,0.924732454,556.6419969,0.353350136,0.64139503
NSFTV_393,88.83714469,0.078466101,0.92456665,1.008282743,408.976204,0.342725661,0.834752897
NSFTV_394,164.5621447,0.153466101,0.95281665,1.077088265,478.8627346,0.357830742,0.746263731
NSFTV_395,290.2871447,0.248716101,0.85631665,1.043925313,530.2821283,0.302222106,0.550973409
NSFTV_396,159.4621447,0.138216101,0.86281665,1.084408787,497.4927758,0.324622003,0.663654064
NSFTV_397,197.3802957,0.187209893,0.963901178,1.028150288,486.7946901,0.327790323,0.679179228
NSFTV_4,112.8612057,0.099631694,0.923787173,1.016926422,514.2519417,0.304405772,0.598025256
NSFTV_40,182.9378553,0.191783899,1.00893335,1.120569083,578.5674658,0.368573162,0.63308323
NSFTV_41,269.895811,0.229211432,0.858760603,NA,NA,0.263603798,0.453778585
NSFTV_43,147.0128553,0.126783899,0.86118335,1.095722696,587.0973307,0.429266991,0.737155271
NSFTV_44,195.5378553,0.185283899,0.97418335,1.081624359,574.5945836,0.369698237,0.671332904
NSFTV_45,115.9381636,0.101955274,0.851348879,0.931455493,483.468053,0.34284783,0.707517274
NSFTV_46,275.3197242,0.236445804,0.86018335,1.008134793,608.9020707,0.43326454,0.714081916
NSFTV_49,228.3378553,0.201283899,0.88918335,0.979643518,467.2287322,0.360019103,0.770437152
NSFTV_5,134.6621447,0.120466101,0.91906665,0.924397439,394.1609667,0.293171683,0.73201861
NSFTV_50,158.5878553,0.157283899,0.97968335,1.164398406,583.8735449,0.387709408,0.6643262
NSFTV_52,84.22914434,0.073544766,0.886093936,0.776544947,NA,0.282495495,0.528275867
NSFTV_53,105.0124671,0.116957758,1.038015068,1.07072755,364.0547176,0.286224543,0.786006616
NSFTV_54,201.3291443,0.175544766,0.88142727,0.881545249,570.4793789,0.407510343,0.705602704
NSFTV_55,177.1628553,0.144283899,0.85468335,1.065982031,397.342275,0.264339135,0.680881736
NSFTV_56,96.58785531,0.090033899,0.91243335,0.928038614,387.4427595,0.245760261,0.641654947
NSFTV_57,216.6128553,0.200283899,0.92393335,0.881568291,653.9610339,0.396881833,0.611205249
NSFTV_58,260.2878553,0.228033899,0.89093335,1.044189147,515.1857825,0.423514148,0.819830206
NSFTV_59,145.5878553,0.134533899,0.93893335,1.007824969,542.0721946,0.383708111,0.708368116
NSFTV_6,283.9469623,0.251543226,0.86306665,1.007742848,582.787709,0.412079613,0.707254949
NSFTV_60,277.7291443,0.225878099,0.856093936,0.871608627,543.8112301,0.244668159,0.64585023
NSFTV_61,165.5128553,0.134283899,0.82843335,0.996103571,397.6376512,0.284751971,0.73060501
NSFTV_612,165.7043879,0.126901758,0.77428296,NA,524.4328711,0.416265445,0.794155122
NSFTV_616,122.7121447,0.108966101,0.91156665,0.889422202,547.6242345,0.394694251,0.724900552
NSFTV_618,169.4371447,0.139466101,0.82206665,0.916188452,524.798866,0.324385143,0.629906404
NSFTV_619,164.8371447,0.146716101,0.90281665,0.870258937,469.0548441,0.366874573,0.78208661
NSFTV_62,188.177953,0.164278579,0.863751774,1.098090526,540.3776053,0.473204955,0.862137845
NSFTV_620,190.0121447,0.162966101,0.84906665,1.131179275,471.4296881,0.35915496,0.760890151
NSFTV_621,166.5871447,0.151466101,0.93206665,1.022276905,450.7187448,0.33264471,0.741481403
NSFTV_622,184.5112863,0.169278579,0.955085107,0.978501553,481.0335721,0.357509199,0.752707326
NSFTV_623,142.3621447,0.119716101,0.86731665,0.925879717,461.8668028,0.376069298,0.807503133
NSFTV_624,170.7871447,0.154216101,0.91931665,0.971529356,409.3203161,0.31323154,0.75670647
NSFTV_625,166.9371447,0.159466101,0.99306665,1.014271103,415.917974,0.338194405,0.805305867
NSFTV_626,191.0371447,0.161466101,0.85056665,0.871426402,658.8449151,0.417636361,0.641871086
NSFTV_627,181.8121447,0.151216101,0.83781665,0.911606271,425.3828408,0.315603253,0.733504531
NSFTV_629,115.1371447,0.099966101,0.90156665,1.081493932,409.7957036,0.261712529,0.628889258
NSFTV_63,217.3630836,0.196800507,0.927346127,1.047711451,375.7412908,0.302323015,0.786040053
NSFTV_631,122.9371447,0.115216101,0.96131665,NA,471.6185642,0.381673801,0.810355895
NSFTV_633,155.5871447,0.134466101,0.86856665,0.926383039,765.971933,0.48910715,0.64607403
NSFTV_634,130.0371447,0.111716101,0.87556665,0.844055788,429.8808416,0.279835663,0.644152602
NSFTV_641,215.5381636,0.209455274,0.997098879,1.048426942,480.4156349,0.395484088,0.813909927
NSFTV_642,54.78816358,0.055955274,1.012848879,0.939069331,516.6253826,0.409656588,0.795861493
NSFTV_643,155.2430306,0.142707976,0.950529438,NA,420.4754164,0.338086732,0.802462349
NSFTV_647,179.0631636,0.145205274,0.813598879,1.029458725,450.0589701,0.285019135,0.633844487
NSFTV_65,200.0878553,0.184283899,0.92518335,1.086926656,557.0706442,0.339388187,0.612222937
NSFTV_651,222.9381636,0.209955274,0.955848879,1.035947962,593.4100784,0.323835264,0.520139374
NSFTV_66,187.2755382,0.16041574,0.865073272,0.985821293,436.975958,0.363790421,0.83412849
NSFTV_67,135.2378553,0.115533899,0.88668335,1.00997005,303.9845249,0.23355566,0.78498701
NSFTV_68,189.9128553,0.153033899,0.83018335,1.003099944,647.2058354,0.319725126,0.512132068
NSFTV_69,298.0628553,0.238283899,0.81818335,0.995718783,487.0248085,0.28473573,0.586179636
NSFTV_7,142.2371447,0.119466101,0.84606665,0.873332862,470.0405412,0.357242718,0.773977
NSFTV_70,325.1154038,0.269783899,0.73793335,0.893027012,448.8259178,0.363091033,0.812302585
NSFTV_71,87.01285531,0.078283899,0.88068335,0.935845257,658.7080179,0.423339424,0.648599656
NSFTV_72,130.1628553,0.102783899,0.919685372,1.025507541,534.5074266,0.457599334,0.85462116
NSFTV_73,227.6378553,0.187283899,0.83493335,0.89223459,549.557449,0.343966221,0.632029533
NSFTV_74,170.0624777,0.119544766,0.74368335,0.843746523,517.0032288,0.340902872,0.653773528
NSFTV_75,232.1128553,0.192533899,0.84568335,1.066842996,465.3698345,0.265269484,0.561282983
NSFTV_76,153.2878553,0.126533899,0.938793515,1.073659668,506.1100631,0.386162495,0.760656615
NSFTV_77,144.5628553,0.113533899,0.80568335,0.952534478,514.1331291,0.325701753,0.630577192
NSFTV_78,116.7378553,0.095033899,0.81443335,1.063272934,494.0212834,0.315995424,0.641726568
NSFTV_79,186.1378553,0.168283899,0.90843335,1.024099771,513.9759279,0.381523131,0.754186477
NSFTV_8,203.7368364,0.177794726,0.871151121,0.890836495,563.4278185,0.27536252,0.507060489
NSFTV_80,175.195811,0.140211432,0.827093936,0.775201361,580.0499237,0.399532615,0.691642186
NSFTV_81,129.0628887,0.139106599,1.092647976,1.02360206,527.639349,0.312894745,0.594654192
NSFTV_83,138.496222,0.128106599,0.920314642,0.930052396,416.1017502,0.312621279,0.760121938
NSFTV_84,151.4300518,0.135034105,0.896714615,1.078134384,540.1627045,0.395270952,0.727537335
NSFTV_85,118.0131636,0.102955274,0.881598879,0.854592396,454.8376427,0.444206123,0.98653909
NSFTV_86,204.5381636,0.180705274,0.875348879,1.037860196,511.4450853,0.366828097,0.721325997
NSFTV_87,241.596222,0.210773265,0.907314642,0.969291173,530.9031073,0.400047507,0.756996929
NSFTV_88,188.8881636,0.158455274,0.846348879,1.083342708,518.9281066,0.361189693,0.697734917
NSFTV_89,338.1631636,0.261705274,0.778098879,1.008971503,523.7843712,0.348407088,0.667355574
NSFTV_9,167.0118364,0.140544726,0.872401121,0.982492265,472.6390134,0.286454753,0.623999891
NSFTV_90,122.8631636,0.113205274,0.921348879,0.871097463,595.9906999,0.394968611,0.665906645
NSFTV_91,195.2633852,0.176700772,0.932381282,1.150679423,518.3039977,0.388023558,0.75190127
NSFTV_92,178.7881636,0.165455274,0.962098879,0.969453064,475.9694101,0.364919877,0.769414692
NSFTV_93,86.48816358,0.080205274,0.904098879,0.979466366,407.8226192,0.271056652,0.661564659
NSFTV_94,202.6631636,0.185205274,0.927598879,0.962228796,453.4509063,0.274129441,0.600637697
NSFTV_95,163.1631636,0.141205274,0.871348879,NA,541.369895,0.363236702,0.6814748
NSFTV_96,178.6131636,0.168955274,0.958348879,1.079135563,535.0296676,0.382023419,0.712939654
NSFTV_97,60.01316358,0.054455274,0.876348879,0.973680684,505.0218759,0.39953917,0.797608383
NSFTV_98,131.6381636,0.118705274,0.891598879,0.90064282,416.5056781,0.26940314,0.651370657
NSFTV_99,167.5295554,0.153106599,0.929314642,1.055754698,523.0195199,0.373880736,0.716119851
Pokkali,193.2524934,0.179791552,0.940603014,1.061813294,560.3248523,0.377512895,0.669282943
,,,,,,,
